S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
12041,19/04/2021,Mizoram,4904,383,4509,12
12042,20/04/2021,Mizoram,4995,437,4546,12
12043,21/04/2021,Mizoram,5085,504,4569,12
12044,22/04/2021,Mizoram,5158,570,4576,12
12045,23/04/2021,Mizoram,5220,608,4600,12
12046,24/04/2021,Mizoram,5283,644,4627,12
12047,25/04/2021,Mizoram,5388,712,4663,13
12048,26/04/2021,Mizoram,5410,726,4671,13
12049,27/04/2021,Mizoram,5513,769,4731,13
12050,28/04/2021,Mizoram,5742,986,4743,13
12051,29/04/2021,Mizoram,5880,1075,4792,13
12052,30/04/2021,Mizoram,6019,1123,4882,14
12053,01/05/2021,Mizoram,6020,1079,4926,15
12054,02/05/2021,Mizoram,6299,1299,4985,15
12055,03/05/2021,Mizoram,6358,1296,5046,16
12056,04/05/2021,Mizoram,6556,1427,5112,17
12057,05/05/2021,Mizoram,6794,1609,5168,17
12058,06/05/2021,Mizoram,6964,1642,5305,17
12059,07/05/2021,Mizoram,7147,1779,5351,17
12060,08/05/2021,Mizoram,7382,1906,5459,17
12061,09/05/2021,Mizoram,7551,1951,5583,17
12062,10/05/2021,Mizoram,7623,1847,5755,21
12063,11/05/2021,Mizoram,7796,1854,5920,22
12064,12/05/2021,Mizoram,8035,2010,6002,23
12065,13/05/2021,Mizoram,8176,2033,6120,23
12066,14/05/2021,Mizoram,8176,2033,6120,23
12067,15/05/2021,Mizoram,8377,2150,6204,23
12068,16/05/2021,Mizoram,8680,2158,6498,24
12069,17/05/2021,Mizoram,8829,2117,6687,25
12070,18/05/2021,Mizoram,9068,2108,6932,28
12071,19/05/2021,Mizoram,9252,2129,7094,29
12072,20/05/2021,Mizoram,9444,2143,7271,30
12073,21/05/2021,Mizoram,9740,2303,7407,30
12074,22/05/2021,Mizoram,10024,2473,7521,30
12075,23/05/2021,Mizoram,10220,2453,7736,31
12076,24/05/2021,Mizoram,10333,2461,7839,33
12077,25/05/2021,Mizoram,10622,2569,8019,34
12078,26/05/2021,Mizoram,10937,2743,8160,34
12079,27/05/2021,Mizoram,11143,2817,8292,34
12080,28/05/2021,Mizoram,11382,2861,8487,34
12081,30/05/2021,Mizoram,11988,3089,8863,36
12082,31/05/2021,Mizoram,12087,3034,9015,38
12083,01/06/2021,Mizoram,12399,3145,9214,40
12084,02/06/2021,Mizoram,12634,3243,9347,44
12085,03/06/2021,Mizoram,12859,3320,9494,45
12086,04/06/2021,Mizoram,13064,3415,9602,47
12087,05/06/2021,Mizoram,13300,3433,9816,51
12088,06/06/2021,Mizoram,13567,3363,10151,53
12089,07/06/2021,Mizoram,13679,3279,10345,55
12090,08/06/2021,Mizoram,13996,3388,10553,55
12091,09/06/2021,Mizoram,14196,3370,10769,57
12092,10/06/2021,Mizoram,14534,3585,10891,58
12093,11/06/2021,Mizoram,14743,3578,11104,61
12094,12/06/2021,Mizoram,14921,3501,11358,62
12095,13/06/2021,Mizoram,15267,3660,11545,62
12096,14/06/2021,Mizoram,15364,3549,11748,67
12097,15/06/2021,Mizoram,15631,3682,11879,70
12098,16/06/2021,Mizoram,15899,3637,12191,71
12099,17/06/2021,Mizoram,16135,3647,12414,74
12100,18/06/2021,Mizoram,16437,3732,12630,75
12101,19/06/2021,Mizoram,16750,3816,12858,76
12102,20/06/2021,Mizoram,16943,3733,13129,81
12103,21/06/2021,Mizoram,17605,4132,13390,83
12104,22/06/2021,Mizoram,17979,4227,13667,85
12105,23/06/2021,Mizoram,18409,4424,13900,85
12106,25/06/2021,Mizoram,18859,4455,14316,88
12107,26/06/2021,Mizoram,19091,4448,14554,89
12108,27/06/2021,Mizoram,19324,4370,14863,91
12109,28/06/2021,Mizoram,19455,4324,15040,91
12110,29/06/2021,Mizoram,19819,4432,15295,92
12111,30/06/2021,Mizoram,20075,4471,15512,92
12112,01/07/2021,Mizoram,20492,4211,16188,93
12113,02/07/2021,Mizoram,20770,4132,16545,93
12114,03/07/2021,Mizoram,21003,4010,16899,94
12115,04/07/2021,Mizoram,21246,3897,17254,95
12116,05/07/2021,Mizoram,21337,3581,17661,95
12117,06/07/2021,Mizoram,21854,3730,18026,98
12118,07/07/2021,Mizoram,22155,3674,18383,98
12119,08/07/2021,Mizoram,22703,3960,18643,100
12120,09/07/2021,Mizoram,23014,3906,19007,101
12121,10/07/2021,Mizoram,23551,4324,19124,103
12122,11/07/2021,Mizoram,23993,4501,19387,105
12123,12/07/2021,Mizoram,24183,4455,19618,110
12124,13/07/2021,Mizoram,24702,4787,19803,112
12125,14/07/2021,Mizoram,25170,5063,19994,113
12126,15/07/2021,Mizoram,25751,5373,20262,116
12127,16/07/2021,Mizoram,26207,5612,20478,117
12128,17/07/2021,Mizoram,26690,5741,20829,120
12129,18/07/2021,Mizoram,27153,5896,21136,121
12130,19/07/2021,Mizoram,27488,6003,21363,122
12131,21/07/2021,Mizoram,29020,6833,22061,126
12132,22/07/2021,Mizoram,29645,7196,22322,127
12133,26/07/2021,Mizoram,33452,9743,23572,137
12134,27/07/2021,Mizoram,33452,9504,23811,137
12135,28/07/2021,Mizoram,35297,10924,24233,140
12136,29/07/2021,Mizoram,36407,11610,24657,140
12137,30/07/2021,Mizoram,37171,11862,25168,141
12138,30/07/2021,Mizoram,38064,12175,25744,145
12139,01/08/2021,Mizoram,38925,12388,26387,150
12140,02/08/2021,Mizoram,39363,12189,27024,150
12141,03/08/2021,Mizoram,40111,12316,27642,153
12142,04/08/2021,Mizoram,40996,12663,28177,156
12143,05/08/2021,Mizoram,42083,13065,28861,157
12144,06/08/2021,Mizoram,42808,13101,29547,160
12145,07/08/2021,Mizoram,43530,12869,30500,161
12146,08/08/2021,Mizoram,44239,12681,31393,165
12147,09/08/2021,Mizoram,44520,12146,32206,168
12148,14/04/2020,Nagaland,1,1,0,0
12149,15/04/2020,Nagaland,0,0,0,0
12150,16/04/2020,Nagaland,0,0,0,0
12151,17/04/2020,Nagaland,0,0,0,0
12152,18/04/2020,Nagaland,0,0,0,0
12153,19/04/2020,Nagaland,0,0,0,0
12154,20/04/2020,Nagaland,0,0,0,0
12155,21/04/2020,Nagaland,0,0,0,0
12156,26/05/2020,Nagaland,3,3,0,0
12157,27/05/2020,Nagaland,4,4,0,0
12158,28/05/2020,Nagaland,4,4,0,0
12159,29/05/2020,Nagaland,18,18,0,0
12160,30/05/2020,Nagaland,25,25,0,0
12161,31/05/2020,Nagaland,36,36,0,0
12162,01/06/2020,Nagaland,43,43,0,0
12163,02/06/2020,Nagaland,43,43,0,0
12164,03/06/2020,Nagaland,49,49,0,0
12165,04/06/2020,Nagaland,58,58,0,0
12166,05/06/2020,Nagaland,80,80,0,0
12167,06/06/2020,Nagaland,94,94,0,0
12168,07/06/2020,Nagaland,107,107,0,0
12169,08/06/2020,Nagaland,118,110,8,0
12170,09/06/2020,Nagaland,123,115,8,0
12171,10/06/2020,Nagaland,127,117,10,0
12172,11/06/2020,Nagaland,128,106,22,0
12173,12/06/2020,Nagaland,128,106,22,0
12174,13/06/2020,Nagaland,156,107,49,0
12175,14/06/2020,Nagaland,163,87,76,0
12176,15/06/2020,Nagaland,168,80,88,0
12177,16/06/2020,Nagaland,177,85,92,0
12178,17/06/2020,Nagaland,179,87,92,0
12179,18/06/2020,Nagaland,193,90,103,0
12180,19/06/2020,Nagaland,193,90,103,0
12181,20/06/2020,Nagaland,198,73,125,0
12182,21/06/2020,Nagaland,201,63,138,0
12183,22/06/2020,Nagaland,211,70,141,0
12184,23/06/2020,Nagaland,280,139,141,0
12185,24/06/2020,Nagaland,330,189,141,0
12186,25/06/2020,Nagaland,347,199,148,0
12187,26/06/2020,Nagaland,355,195,160,0
12188,27/06/2020,Nagaland,371,209,162,0
12189,28/06/2020,Nagaland,387,223,164,0
12190,29/06/2020,Nagaland,415,251,164,0
12191,30/06/2020,Nagaland,434,266,168,0
12192,01/07/2020,Nagaland,459,291,168,0
12193,02/07/2020,Nagaland,459,291,168,0
12194,03/07/2020,Nagaland,501,319,182,0
12195,04/07/2020,Nagaland,539,311,228,0
12196,05/07/2020,Nagaland,563,335,228,0
12197,06/07/2020,Nagaland,590,359,231,0
12198,07/07/2020,Nagaland,625,382,243,0
12199,08/07/2020,Nagaland,625,382,243,0
12200,09/07/2020,Nagaland,657,353,304,0
12201,10/07/2020,Nagaland,673,369,304,0
12202,11/07/2020,Nagaland,732,428,304,0
12203,12/07/2020,Nagaland,748,435,313,0
12204,13/07/2020,Nagaland,774,447,327,0
12205,14/07/2020,Nagaland,845,505,340,0
12206,15/07/2020,Nagaland,896,550,346,0
12207,16/07/2020,Nagaland,902,554,348,0
12208,17/07/2020,Nagaland,916,525,391,0
12209,18/07/2020,Nagaland,956,551,405,0
12210,19/07/2020,Nagaland,978,546,432,0
12211,20/07/2020,Nagaland,988,543,445,0
12212,21/07/2020,Nagaland,1021,537,484,0
12213,22/07/2020,Nagaland,1030,545,485,0
12214,23/07/2020,Nagaland,1084,598,486,0
12215,24/07/2020,Nagaland,1174,644,530,0
12216,25/07/2020,Nagaland,1239,701,537,1
12217,26/07/2020,Nagaland,1289,744,541,4
12218,27/07/2020,Nagaland,1339,786,549,4
12219,28/07/2020,Nagaland,1385,811,569,5
12220,29/07/2020,Nagaland,1460,878,577,5
12221,30/07/2020,Nagaland,1513,913,595,5
12222,31/07/2020,Nagaland,1566,936,625,5
12223,01/08/2020,Nagaland,1693,1053,635,5
12224,02/08/2020,Nagaland,1831,1186,640,5
12225,03/08/2020,Nagaland,1935,1282,648,5
12226,04/08/2020,Nagaland,2129,1467,657,5
12227,05/08/2020,Nagaland,2405,1741,659,5
12228,06/08/2020,Nagaland,2498,1807,685,6
12229,07/08/2020,Nagaland,2580,1755,819,6
12230,08/08/2020,Nagaland,2657,1826,824,7
12231,09/08/2020,Nagaland,2688,1785,896,7
12232,10/08/2020,Nagaland,2781,1869,904,8
12233,11/08/2020,Nagaland,3011,2030,973,8
12234,12/08/2020,Nagaland,3031,2032,991,8
12235,13/08/2020,Nagaland,3118,1997,1113,8
12236,14/08/2020,Nagaland,3168,2021,1139,8
12237,15/08/2020,Nagaland,3322,2116,1198,8
12238,16/08/2020,Nagaland,3340,2011,1321,8
12239,17/08/2020,Nagaland,3394,1964,1422,8
12240,18/08/2020,Nagaland,3455,1917,1530,8
12241,19/08/2020,Nagaland,3520,1848,1664,8
12242,20/08/2020,Nagaland,3558,1844,1706,8
12243,21/08/2020,Nagaland,3583,1654,1921,8
12244,22/08/2020,Nagaland,3619,1537,2074,8
12245,23/08/2020,Nagaland,3635,1460,2166,9
12246,24/08/2020,Nagaland,3686,1383,2294,9
12247,25/08/2020,Nagaland,3714,1309,2396,9
12248,26/08/2020,Nagaland,3752,1132,2611,9
12249,27/08/2020,Nagaland,3778,1158,2611,9
12250,28/08/2020,Nagaland,3784,1040,2735,9
12251,29/08/2020,Nagaland,3805,946,2850,9
12252,30/08/2020,Nagaland,3851,925,2917,9
12253,31/08/2020,Nagaland,3922,887,3026,9
12254,01/09/2020,Nagaland,3950,874,3067,9
12255,02/09/2020,Nagaland,4003,793,3201,9
12256,03/09/2020,Nagaland,4017,785,3223,9
12257,04/09/2020,Nagaland,4066,733,3324,9
12258,05/09/2020,Nagaland,4107,736,3361,10
12259,06/09/2020,Nagaland,4128,726,3392,10
12260,07/09/2020,Nagaland,4178,657,3511,10
12261,08/09/2020,Nagaland,4220,525,3685,10
12262,09/09/2020,Nagaland,4245,496,3739,10
12263,10/09/2020,Nagaland,4375,578,3787,10
12264,11/09/2020,Nagaland,4636,834,3792,10
12265,12/09/2020,Nagaland,4946,1134,3802,10
12266,13/09/2020,Nagaland,5064,1215,3839,10
12267,14/09/2020,Nagaland,5083,1172,3901,10
12268,15/09/2020,Nagaland,5214,1289,3915,10
12269,16/09/2020,Nagaland,5229,1269,3945,15
12270,17/09/2020,Nagaland,5263,1261,3987,15
12271,18/09/2020,Nagaland,5306,1193,4098,15
12272,19/09/2020,Nagaland,5357,1213,4129,15
12273,20/09/2020,Nagaland,5392,1206,4171,15
12274,21/09/2020,Nagaland,5451,1184,4252,15
12275,22/09/2020,Nagaland,5544,1052,4477,15
12276,23/09/2020,Nagaland,5604,1072,4517,15
12277,24/09/2020,Nagaland,5671,1119,4536,16
12278,25/09/2020,Nagaland,5730,1088,4626,16
12279,26/09/2020,Nagaland,5768,1083,4669,16
12280,27/09/2020,Nagaland,5862,1027,4819,16
12281,28/09/2020,Nagaland,5946,1042,4888,16
12282,29/09/2020,Nagaland,5957,1002,4938,17
12283,30/09/2020,Nagaland,6040,1037,4986,17
12284,01/10/2020,Nagaland,6163,1080,5066,17
12285,02/10/2020,Nagaland,6244,1083,5144,17
12286,03/10/2020,Nagaland,6318,1090,5211,17
12287,04/10/2020,Nagaland,6429,1155,5257,17
12288,05/10/2020,Nagaland,6552,1226,5309,17
12289,06/10/2020,Nagaland,6594,1155,5422,17
12290,07/10/2020,Nagaland,6662,1185,5460,17
12291,08/10/2020,Nagaland,6715,1200,5498,17
12292,09/10/2020,Nagaland,6736,1155,5564,17
12293,10/10/2020,Nagaland,6888,1215,5656,17
12294,11/10/2020,Nagaland,6949,1238,5694,17
12295,12/10/2020,Nagaland,7019,1259,5743,17
12296,13/10/2020,Nagaland,7240,1409,5813,18
12297,14/10/2020,Nagaland,7363,1513,5831,19
12298,15/10/2020,Nagaland,7416,1478,5916,22
12299,16/10/2020,Nagaland,7492,1453,6017,22
12300,17/10/2020,Nagaland,7604,1471,6111,22
12301,18/10/2020,Nagaland,7698,1530,6141,27
12302,19/10/2020,Nagaland,7816,1583,6206,27
12303,20/10/2020,Nagaland,7953,1653,6273,27
12304,21/10/2020,Nagaland,8020,1658,6334,28
12305,22/10/2020,Nagaland,8139,1683,6428,28
12306,23/10/2020,Nagaland,8296,1799,6469,28
12307,24/10/2020,Nagaland,8436,1838,6570,28
12308,25/10/2020,Nagaland,8515,1817,6668,30
12309,26/10/2020,Nagaland,8626,1871,6724,31
12310,27/10/2020,Nagaland,8663,1838,6792,33
12311,28/10/2020,Nagaland,8726,1865,6828,33
12312,29/10/2020,Nagaland,8824,1845,6945,34
12313,30/10/2020,Nagaland,8894,1763,7096,35
12314,31/10/2020,Nagaland,8945,1598,7308,39
12315,01/11/2020,Nagaland,9047,1554,7454,39
12316,02/11/2020,Nagaland,9075,1501,7535,39
12317,03/11/2020,Nagaland,9096,1365,7689,42
12318,04/11/2020,Nagaland,9151,1240,7869,42
12319,05/11/2020,Nagaland,9207,1146,8017,44
12320,06/11/2020,Nagaland,9264,1058,8161,45
12321,07/11/2020,Nagaland,9327,1000,8282,45
12322,08/11/2020,Nagaland,9455,1074,8336,45
12323,09/11/2020,Nagaland,9474,988,8440,46
12324,10/11/2020,Nagaland,9503,944,8513,46
12325,11/11/2020,Nagaland,9536,889,8597,50
12326,12/11/2020,Nagaland,9578,841,8687,50
12327,13/11/2020,Nagaland,9615,789,8776,50
12328,14/11/2020,Nagaland,9638,727,8859,52
12329,15/11/2020,Nagaland,9750,807,8891,52
12330,16/11/2020,Nagaland,9885,920,8913,52
12331,17/11/2020,Nagaland,10025,1013,8959,53
12332,18/11/2020,Nagaland,10188,1138,8997,53
